,index,title,price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,tags,product_color,countries_shipped_to,inventory_total,origin_country,merchant_name,merchant_rating_count,merchant_rating,merchant_id,product_id
647,647,Women Sleeveless Spaghetti Strap Solid Color Plissé Robe décontractée Robe ample ample à volants amples Robe grande taille,12.0,72,EUR,1000,0,3.93,566,284.0,107.0,78.0,43.0,54.0,"sleeveless,Plus Size,ruffle,Dress,summer dress,kleid,Women's Fashion,maxi dress,pleateddresse,bohemian,long dresses,Sexy Dress,women dress,vestido,Spaghetti,Casual,Pleated,Women",black,38,50,CN,广州芊妮贸易有限公司,44840,4.337466547725246,54922e98223ebf6980220266,5c6512e25d38b721f29d4cb1
648,648,Femmes d'été Jurassic Mom of Dino Débardeurs Gilet décontracté Ne salissez pas avec MamaSaurus Vous obtiendrez Jurasskicked Funny Mom Shirt Blouse sans manches,6.0,34,EUR,100,0,3.8,10,4.0,4.0,0.0,0.0,2.0,"Summer,Vest,momshirt,Get,summer t-shirts,funnytop,tank top,Tops,Women's Fashion,Fashion,yoga top,Casual,Women,blouse,Funny,Tank,Shirt,graphic tee,sleevelessblouse,sportsamprecreation,gymwear,sleeveless,casualblouse",white,41,50,CN,zhaodongmei,3897,3.928919681806518,5aacd6c1ccf0c83e5a6f3de0,5e9d476c03df0b35e16bc678
649,649,5 Couleur Femmes De Mode D'été Mince Sans Manches Imprimé Camouflage Robe Taille Haute À Lacets Casual Poche Mini Robes Plus La Taille S-5XL,13.0,13,EUR,1000,0,4.16,138,82.0,27.0,10.0,7.0,12.0,"Summer,Plus Size,Lace,Mini,Dress,slim,camouflage,Mini dress,Pocket,high waist,Women's Fashion,Fashion,Lace Up,t,print dress,Print,sleeveless,bodycon,Casual,Women Fashion,Waist",pink,41,50,CN,ouchocoltd,12913,3.981336637497096,55ed5a3362e273427107759e,5d2fd5a9af7a0c5b21369a05
650,650,5 Couleurs Plus La Taille Nouveau Design Chaud D'été Femmes Mode Tops Casual Sexy Floral Dentelle Bretelles Spaghetti Soutien-Gorge Patchwork Lingerie Top Sans Manches Halter Crop Out Crop Top Cup Bra,9.0,19,EUR,5000,1,3.97,588,317.0,100.0,66.0,44.0,61.0,"Women Vest,Plus Size,Lace,Halter,Summer,casual shirt,strap,floral lace,Women's Fashion,Fashion,sexy lace,sleeveless tops,sleeveless,Floral,sexy,slimtop,Spaghetti,summer tops,Women Fashion,Women,push up bra,Cup,Tops,lace shirts,Casual,Lingerie,Bras,women tank top,Design",white,64,50,CN,yulingh,1181,4.01524132091448,5d55015e3cc46d5c40a15c19,5dc3b1f9896ffb0bdbd02d76
651,651,Nouvelles femmes mode couleur unie Shorts de sécurité Yoga Shorts de course Leggings courts avec poches S-3XL,9.0,26,EUR,20000,0,3.6,1193,500.0,218.0,171.0,110.0,194.0,"runningpant,Leggings,Shorts,Yoga,skinny pants,Short pants,Running,yoga leggings,yogashort,Women's Fashion,short leggings,Soft and comfortable,fitness leggings,Fashion,Women",navyblue,43,50,CN,cuiior,22711,3.8720443837787855,55cc4e1d845591103477a561,5db8fcb8805c6a02fb6dcc29
652,652,Femmes Élégant Sans Manches À Rayures T-shirts Robe Robe De Soirée Grande Balançoire Longue Col Rond Maxi Robe D'été Color-block Plage Robe Longue Plus La Taille S-5XL,5.0,5,EUR,100,0,3.06,65,18.0,10.0,13.0,6.0,18.0,"Summer,Plus Size,Shirt,Elegant,long dress,Dress,Necks,Party Dress,Round neck,Women Skirts,Women's Fashion,Sleeveless dress,striped dress,Stripes,party,Party Dresses,women dress,Beach,loose dress,sleeveless,Causal Dress",yellow,13,50,CN,jiayunshop,2248,4.150355871886121,58259c456ebae74739ecfdc8,5e9570e2d4af000dc41b1a9a
653,653,Robe mi-longue courte et confortable d'été à manches courtes pour femmes,16.0,84,EUR,100,0,3.41,27,11.0,5.0,3.0,0.0,8.0,"Summer,Shift Dress,Sleeve,shirt dress,long dress,Dress,short sleeves,cottonlinendre,beach dress,Shorts,Ladies,Women's Fashion,Beach",black,39,50,CN,juxinchengxiu,9940,4.048993963782697,596b4085d4cc34162e778769,5dbfe72d66169243db6635df
654,654,Pantalon de mode d'été Femmes Leggings Pantalon déchiré Pantalon slim Pantalon vert armée Collants,11.0,14,EUR,20000,1,3.76,8029,3689.0,1502.0,1160.0,592.0,1086.0,"Summer,Leggings,trousers,high waist,Casual pants,Army,pants,Women's Fashion,pencil pants,Fashion,Green,Women,slim,Pants & Capris",black,43,50,CN,xiaomi,17760,4.137105855855856,53db691bd911395c8b2f92be,5af406469be1de3b00f73128
655,655,Nouvelle mode d'été femmes robe décontractée col rond lâche Big Swing jupe sans manches Soild couleur robe de plage,2.0,10,EUR,100,0,3.2,10,3.0,1.0,3.0,1.0,2.0,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women",white,41,50,CN,premiumfa,8225,3.99063829787234,56ab21890d8dad10e044b9ec,5eb38309fa6f111ca122bed4
656,656,4 Couleur Été Nouvelles Femmes De Mode À Manches Courtes Cravate Dry Hipple Soul T-shirts Plus La Taille S-5XL,8.0,7,EUR,100,0,3.43,23,9.0,4.0,2.0,4.0,4.0,"gradientcolor,Summer,Plus Size,colorfultop,Shirt,Sleeve,dewshoulder,short sleeves,Shorts,colorblock,hipplesoul,Fashion,Tie Dye,Women's Fashion,T Shirts",pink,43,50,CN,apgbeweh,24132,4.130946461130449,58ad74688a58e150335088ce,5eb4dfbb1284d61c96c43bad
657,657,Mode féminine d'été à manches courtes en dentelle à col en V couleur pure Tops décontractés T-shirt,7.0,7,EUR,10000,0,3.55,793,303.0,154.0,134.0,81.0,121.0,"short sleeves,lace trim,Shorts,Lace,Sleeve,Summer,sleeve lace,Pure Color,summer t-shirts,Women's Fashion,V-neck,Casual,T Shirts,Fashion,women t shirt,loose t-shirt,Short Sleeve T-Shirt,Tops",blue,45,50,CN,顶级婆娘,59234,3.9870513556403417,5667c747eb4b140fe963ba77,5c99cb32780afa57da3af9e0
658,658,Mode d'été Femmes Antidérapant Zipper Chaussures En Toile Chaussures Décontractées Femmes Chaussures En Toile Denim Appartements Plus La Taille 35-43,14.0,12,EUR,1000,0,3.82,176,88.0,30.0,22.0,11.0,25.0,"casual shoes,Summer,Plus Size,Womens Shoes,Flats,zippers,Denim,Loafers,Women's Fashion,Fashion,Shoes,Canvas,flat shoe,Casual,Canvas Shoes",black,42,50,CN,arashi,99800,4.2957915831663325,58a3f270e269ee522580e6bb,5cdd3515d943635651a29bbf
659,659,Côté Split Lettre Imprimer Ourlet Incurvé Robe Décontractée Style Sport D'été T-shirt Robe Plus La Taille,12.0,26,EUR,5000,0,4.16,663,385.0,119.0,84.0,28.0,47.0,"Summer,Plus Size,Shirt,letter print,splitdre,Dress,Mini dress,Women's Fashion,Fashion,splits,Print,Sport,Casual",white,43,50,CN,yiliannvhai,18029,4.100615674746242,5832e5632f5e534c23488f06,5ccd5797cb8529092f1cace5
660,660,Mode féminine Solid Summer Shorts Ladies Casual Short Pants Beach Shorts Plus Size XS-8XL,7.0,6,EUR,100,0,3.72,47,19.0,12.0,6.0,4.0,6.0,"Summer,Shorts,skinny pants,pants,women's pants,Short pants,summer shorts,Casual,harem pants,Women's Fashion,Plus Size,Sports Pants,Denim Shorts,high waisted shorts,Ladies,Beach,Fashion,pant womens summer",green,22,50,CN,hellofashionstore,17655,4.1278391390540925,5512b0d98e8def07a462e1d7,5e95cf4cce38972f9c579599
661,661,New Sexy Women Strap Backless Pyjamas Lingerie Night Sleepwear Mini Dress,8.0,7,EUR,100,0,2.79,14,5.0,1.0,0.0,2.0,6.0,"Mini,Dress,summer dress,Mini dress,silk dress,Women's Fashion,Party Dress,backless,Sleepwear,Lingerie,strapdre,women dress,sexy,sleepweardre,Pajamas,Women",brown,41,50,CN,mycroft,7012,4.336708499714774,587dd9a883eee74e06b30974,5aabae5e7ddb066f389e4e7b
662,662,"2020 été nouvelle mode femmes Tie-dye dégradé imprimé T-shirt lâche, plus la taille S-5XL",8.0,7,EUR,1000,0,3.91,102,50.0,20.0,15.0,7.0,10.0,"shirtsforwomen,Summer,Fashion,Shirt,Tops,short sleeves,T Shirts,Plus Size,printed,loose t-shirt,Women's Fashion,Casual,Women",blue,37,50,CN,dadaclothes,2076,4.097302504816955,59c7610621064f2f6c8c9fe7,5ea1a307f5df8f1f851fda62
663,663,2019 Summer Hot Womens Playsuit For Holiday Ladies Summer Floral Jumpsuit Sleeveless Romper Shorts,14.0,86,EUR,1000,0,4.08,546,302.0,108.0,58.0,35.0,43.0,"women clothes,Shorts,playsuit,Ladies,Women's Fashion,summerjumpsuit,Women's Jumpsuits,jumpsuit,Rompers,beachjumpsuit",unknown,17,50,CN,topsea,62240,4.26547236503856,55dc6b85f51bf838d3e3dcc2,594b7307a6623669348a92d1
664,664,Short d'été à lacets élastiques à la taille Culotte ample,6.0,32,EUR,5000,0,3.47,536,213.0,89.0,81.0,44.0,109.0,"Summer,Beach Shorts,Sports & Outdoors,Elastic,Short pants,summer shorts,Women's Fashion,Shorts,women shorts,Plus Size,Panties,high waisted shorts,pant womens summer,Lace",white,18,50,CN,onlyzy,17120,3.898890186915888,59aaa4d39fbc514dc80328e3,5b24a2b9b2c8bd2aa4036e49
665,665,NOUVELLES femmes lâche couleur unie robe à manches courtes col v robe plus la taille,11.0,10,EUR,20000,1,3.63,2633,1097.0,482.0,430.0,227.0,397.0,"sleeve v-neck,fashion women,short sleeve dress,Sleeve,Dresses,Plus Size,summer dress,casual dresses,V-neck,Mini dress,short sleeves,Party Dress,Shorts,Women's Fashion,Dress,Women",grey,35,50,CN,totototomarket,12441,3.924684510891408,5c7893301bcc452c015b5de4,5d1c3deb8efcc17404a476fd
666,666,Nouveau Femmes De Mode Femmes Yoga papillon imprimé Legging Taille Haute Jeggings Jeans Serrés Imprimer Pantalon Mince Leggings Maigres,8.0,26,EUR,1000,1,4.19,54,35.0,7.0,4.0,3.0,5.0,"butterfly,longtrouser,Plus Size,pants,slim,jeansforwomen,Women's Fashion,Fashion,printed,highwaispant,leggingsamptight,autumn and winter,Women Fashion,Women,Leggings,Yoga,Waist,Print,jegging,high waist,jeggingsforwoman,fitnesspant,Jeans",grey,43,50,CN,witkeybl,65189,4.049640276733805,57b03628c676b3573ba2a081,5d9addc41a7798259e7a705b
667,667,Shorts de mode d'été pour hommes Shorts de sport décontractés d'été pour hommes genou plissé lac jusqu'à la taille pantalon de jogging,14.0,12,EUR,10,1,4.0,2,1.0,0.0,1.0,0.0,0.0,"Summer,Shorts,Waist,pants,Jogger,Pleated,Men,summerpant,harem pants,Men's Fashion,Fashion,knee,Sport,Casual",black,22,50,CN,happydags,514,3.875486381322957,5af917558699ce1103dd6010,5ed5c0afc832f62b8cfb21cb
668,668,Mode Femmes Salopette D'été Bavoir Pantalon Shorts Casual Lâche Sans Manches Barboteuses Salopette Bretelles Salopette S-5XL,5.0,127,EUR,100,0,2.79,19,4.0,4.0,2.0,2.0,7.0,"Summer,Shorts,pants,Loose,Overalls,Fashion,black,sleeveless,Casual,jumpsuit",orange,54,50,CN,wang168,9357,4.225392754087848,59506bd1abea9119a059422d,5ebfb735c9354d2da2efa220
669,669,2020 été femmes adolescents décontracté épissage cordon cordon taille haute tendance camouflage imprimé pantalon court femme pantalon,11.0,10,EUR,100,0,4.25,20,12.0,4.0,2.0,1.0,1.0,"Splicing,Shorts,high waist,drawstringshort,Summer,pants,Short pants,camouflage,t,womens clothes,trousersforwomen,trousers,printed,shortsforwomen,Casual,Waist",camouflage,33,50,CN,taizi,360,4.230555555555555,58dfa91e42ab0953f96d31d0,5e9e512979c77d0abfe12ef2
670,670,2020 Femmes Mode Col En V Couleur Unie Slim Fit Coton Décontracté Deux Pièces Vêtements De Sport,4.8100000000000005,30,EUR,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,"Summer,Shorts,Slim Fit,slim,twopiecesoutfit,V-neck,Women's Fashion,Fashion,tank top,Women,sexy,Sport,Casual,Women Fashion,Cotton",green,43,50,CN,choicstore,11378,3.990507997890666,564d8f2f3a698c01d97fbb81,5eb618659ac3e01e76161a4a
671,671,MXNINA  Sexy Women's Summer Casual Sleeveless Evening Party Backless Beachwear Mini Dress wmnC16122400387E21,9.0,21,EUR,100,0,3.51,47,17.0,10.0,6.0,8.0,6.0,"Summer,womens dresses,Mini,Patchwork,fashion dress,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,sexy,party,Casual,sleeveless",green,34,50,CN,skate,9827,4.113869950137377,57c306d73a698c06f98ed450,5936611a08f45940ce8b5e01
672,672,"Robe d'été à lacets pour femmes, mode sexy, col en V, jupe de plage bohème",11.0,70,EUR,10,0,2.0,2,0.0,0.0,0.0,2.0,0.0,"Summer,Fashion,Beach,Dress,boho,V-neck,Women's Fashion,bohemian,Lace Up,wear,sexy,Skirts,Women",pink,62,50,US,elisa2,528,3.873106060606061,58d64937794a2b6db2f0394e,5e5769e751a8041e0224208f
673,673,Plus la taille S-5xl combinaisons d'été style simple femmes manches courtes combinaison large jambe couleur unie vêtements de travail,12.0,11,EUR,1000,1,3.85,398,188.0,75.0,64.0,29.0,42.0,"Summer,trousers,Sleeve,Simple,Loose,short sleeves,Shorts,Round neck,Women's Fashion,Plus Size,summerjumpsuit,solid color,Women,Wool,women Jumpsuit,Casual,jumpsuit",navyblue,58,50,CN,yanglingling,3727,3.863697343708077,579f12b73087c40f57abcd3d,5d159fb3571bc13fb08f3a77
674,674,2019 Été Femmes Sexy Hors Épaule Chemise Casual Demi Manches Top Dames Impression De Mode T-shirts Lâches Plus La Taille Coton Blouse XS-5XL,6.0,140,EUR,1000,0,4.09,538,299.0,105.0,63.0,25.0,46.0,"Summer,Plus Size,crop top,Cotton T Shirt,T Shirts,Fashion,off shoulder,Casual T-Shirt,sexy,Casual,Shirt,blouse,Cotton,Sexy Top,Sleeve,Tops,Womens Blouse,Women's Fashion,Printing t shirt,Ladies,loose t-shirt,Women,Ladies Fashion",red,18,50,CN,xiaoyueliang1,2464,4.03125,5af54e838699ce1143d1f876,5c3ec8efdb9deb55dd4b86c6
675,675,NOUVEAU Mode Femmes Fleur Slip Sur Plate-Forme Sandales Pantoufles Chaussures De Plage Cales Sandales D'été Casual Chaussures Plus La Taille,3.87,15,EUR,100,1,4.53,43,32.0,6.0,3.0,0.0,2.0,"beach shoes,fashion women,Plus Size,Women Sandals,Fashion,bohemiasandal,Beach,Flowers,platformsandal,wedgessandal,nonslipslipper,womenshoessummer,sandals for women,Sandals,Summer,Shoes,Women,Women's Fashion,Casual,Slippers,slippers for women",grey,67,50,CN,kprusoian,4501,4.232170628749167,58d3cd3b773e9257cc5b990a,5e9536095c9c5306813b3bbc
676,676,Dames d'été Tie Dye Imprimer manches courtes hors épaule Casual Plus Size Dress,5.0,5,EUR,50,0,5.0,1,1.0,0.0,0.0,0.0,0.0,"Summer,Plus Size,Tie Dye,tiedyeprint,Dyes,Dress,summer dress,short sleeves,Ladies,Women's Fashion,Shorts,off shoulder dress,Sleeve,Print,women dress,Casual,casual dress",yellow,47,50,CN,chaoyang_yangjianfa,4,3.75,5e6771b33cce5a8dd4f6fd3c,5ed868776a5a342472182986
677,677,Femmes été sans manches col en v hauts T-shirt de couleur pure débardeurs décontractés chemisier boutonné lâche chemises sans manches grande taille,11.0,11,EUR,1000,0,3.75,213,97.0,35.0,38.0,16.0,27.0,"Summer,Plus Size,street style,V-neck,women summer tops,Sleeveless Shirt,Fashion,Casual T-Shirt,Casual,T Shirts,Shirt,blouse,Tank,summer tank top,Tops,Women's Fashion,woman shirt summer,Women,women tank top,sleeveless,summer t-shirts,Loose tank tops,Pure Color",purple,18,50,CN,onlyzy,17120,3.898890186915888,59aaa4d39fbc514dc80328e3,5d32ae384c901a2f6263384d
678,678,Women Summer Fashion - Robe d'été à col rond sans manches imprimée et double épaisseur - Robe décontractée plus grande taille ample - Robe d'été,8.0,7,EUR,10000,0,3.54,2006,748.0,417.0,331.0,194.0,316.0,"Summer,Fashion,Necks,Dress,neck dress,Round neck,Women's Fashion,Plus Size,printed,sleeveless,Casual,Women Fashion,Women",white,31,50,CN,linfashionstore,13946,4.000143410296859,559d33adc605853731afbf10,5c984d7e082de24a302cc559
679,679,"Pantalon à lacets à la mode pour femmes d'été, plus la taille Pantalon court à taille haute décontracté",5.0,30,EUR,100,0,3.69,13,5.0,2.0,4.0,1.0,1.0,"Summer,Shorts,high waist shorts,Lace,Casual pants,pants,summer shorts,Slim Fit,Short pants,high waist,Women's Fashion,Plus Size,Lace Up,Women,vocation,Fashion,Casual,Waist",black,40,50,unknown,topmanclothing,16215,3.8400246685168056,52838e612dcc6469fa2d7104,5e44564413b8939de2f0a0f8
680,680,Chemise en coton Tops Femme Casual Casual Lâche à manches courtes imprimé chemise pour femme,14.0,25,EUR,100,1,3.8,50,23.0,9.0,8.0,5.0,5.0,"blouse,Summer,Plus Size,Shirt,Tops,Loose,short sleeves,Fashion,printed,Tops & T-Shirts,Ladies,women top,Casual,Cotton",green,39,50,CN,mantianliuyin,230,3.908695652173913,5d46ce1a8388976d8c042c39,5eaaece39229fd6f744473dc
681,681,"Robe d'été de mode Sexy femmes Casual sans manches plage robe courte gland solide blanc Mini robe en dentelle, plus la taille",3.0,3,EUR,1000,1,3.08,109,26.0,25.0,17.0,14.0,27.0,"Mini,plus,Plus Size,short dress,Summer,solid,Dress,Lace Dress,Tassels,Casual,Women's Fashion,Shorts,summer dress,Fashion,sleeveless,sexy,Women,Beach,white,Lace",black,38,50,CN,bazaretsaintfrusquinc81f273ad6c611e5aa81062170e5f359,7936,3.964591733870968,56c6a33fabb774437118cd63,5db3bb3bede8100679c50fb7
682,682,Women Summer Sexy - Robe d'été en mousseline de Bohême avec imprimé floral sur l'épaule Taille S-4XL,9.0,8,EUR,10000,1,3.91,3101,1506.0,654.0,417.0,217.0,307.0,"Fashion,chiffon,long dress,Dress,summer dress,Women's Fashion,maxi dress,Floral,beach dress,off shoulder,women dress,Print,party,sexy,Beach,Women",red,41,50,CN,happystreet,12004,4.079223592135954,567a54fe7071ec7e12a1494e,5937a77811601873f9b93e96
683,683,Plus la taille d'été femmes décontracté sans manches barboteuses combinaisons combinaison de couleur unie jarretelles pantalons lâche salopette,3.83,4,EUR,100,0,3.57,67,27.0,15.0,6.0,7.0,12.0,"Deep V-Neck,Summer,Plus Size,Spaghetti Strap,Overalls,Women's Fashion,sleeveless,Women,Casual,jumpsuit",lightred,38,50,CN,zuilangmands,5654,3.9587902370003536,56fba259138ef73c2a749a56,5e12c01191235958ecdd6285
684,684,Femmes d'été Boho Maxi Polka Dot Robe Irrégulière Sans Manches Casual Beach Wear Robe d'été,6.0,6,EUR,100,1,3.67,27,9.0,8.0,5.0,2.0,3.0,"Summer,Plus Size,women dresses,polka dot,Spaghetti Strap,Polkas,irregulardre,boho,Women's Fashion,Party Dress,boho dress,Dress,sleeveless,sundress,Beach,Casual,Women",coffee,38,50,CN,fashionhappyworld,4705,4.040595111583422,580c7d0a8b67fa197454a2d1,5e142dee04c3e579e89576a3
685,685,Women Summer Short Sleeve Deep V Neck Printed Beach Dress Loose Casual Big Swing Maxi Dress,9.0,8,EUR,5000,0,3.08,777,213.0,133.0,133.0,97.0,201.0,"Summer,Shorts,Necks,Sleeve,long dress,Beach,Tunic dress,Loose,short sleeves,V-neck,beach dress,printed,vacationdre,Dress,Women's Fashion,Casual,long_maxi_dress,Women",khaki,24,50,CN,fengjinying,10474,3.908535421042582,5b160017daac45594728d9ba,5d19be93231caf73e46ccc12
686,686,Femmes été décontracté lâche couleur unie salopette vintage sangle pantalon long combinaisons barboteuses grande taille,12.0,16,EUR,10000,0,3.01,1322,373.0,194.0,213.0,152.0,390.0,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit",winered,18,50,CN,onlyzy,17120,3.898890186915888,59aaa4d39fbc514dc80328e3,5d32ae381e56691d7722e2c2
687,687,Combinaison décontractée décontractée à bretelles longues à bretelles larges Pantalons à bretelles à bretelles larges Pantalons à bretelles Rompers à bretelles larges Pantalons à bretelles larges,7.0,159,EUR,5000,0,3.39,1632,584.0,289.0,276.0,149.0,334.0,"Summer,trousers,Tank,Casual pants,pants,Spring,Overalls,widelegpant,Casual,Women's Fashion,Fashion,bibpant,Wool,women Jumpsuit,jumpsuitsampromper,springandsummer,jumpsuit",armygreen,41,50,CN,pumpkincarriages,8547,4.081783081783081,5b658cbebc3b221445ba1440,5bac96d54b784e1e83636983
688,688,NOUVELLE Robe d'été sans manches imprimée à fleurs pour femmes Robe sans manches à col en V sans manches pour l'été Robe sans dos ,11.0,10,EUR,10000,1,4.09,2324,1222.0,492.0,345.0,117.0,148.0,"Sleeveless dress,Summer,Dresses,Dress,slingdre,Floral dress,Women's Fashion,Party Dress,backless,V-neck,bohemian dress,Floral,summer dresses,printed,Women,sleeveless,casual dress",floral,35,50,CN,bebebebeworld,14095,4.089677190493083,5c74e493a0e25750b550e2a1,5cf7a100809b316c5d761f61
689,689,Femmes d'été Mode Shorts de sport double couche à séchage rapide Yoga Leggings de sport Shorts de fitness Jupes,3.76,7,EUR,50,0,3.5,8,4.0,1.0,0.0,1.0,2.0,"Women Pants,Summer,Leggings,Shorts,Yoga,Fitness,casualshort,high waisted,yogashort,Women's Fashion,Fashion,Sport,falda,shortsforwomen,sportampoutdoor,Skirts,short skirt,Women",white,90,50,CN,lixiangbo1515,3730,3.880428954423592,58d8e8ebd929c652b9c04c05,5ebe625c3cdb6c40b7b9231e
690,690,Women's Fashion Hollow Out Boho Dress Spring Spring Summer Loose Lace Lantern Lantern Sleeve Short Dress Ruffle Floral V Neckline Tunic Dress Plus Size XXS-5XL,11.0,159,EUR,1000,0,3.67,585,237.0,129.0,84.0,59.0,76.0,"Summer,Plus Size,ruffle,Spring/Autumn,Spring,Tunic dress,Loose,Women's Fashion,Shorts,Neckline,Floral,Lace,Maternity Dresses,blouse women,tunic,short dress,Sleeve,Dresses,Vintage,Vacation,boho,boho dress,daydre,Fashion,Dress,Lantern",white,109,50,CN,xindistore,16085,3.8780230027976375,589e67aa3205e17175ced38e,5b2b38a1f795e417f8c00222
691,691,Women's Round Neck Digital Flower Printed Dress Sleeveless Plus Size Mini Robe Robe,11.0,26,EUR,1000,0,3.95,596,304.0,112.0,86.0,36.0,58.0,"Mini,Plus Size,Necks,Round Collar,Dress,summer dress,Mini dress,Round neck,Women's Fashion,Flowers,printed,women dress,Summer Fashion,sleeveless,casual dress",rosered,33,50,CN,luoweiclothe,5534,3.999819298879653,5ba2251b4315d12ebce873fa,5cde482084913617975abc02
692,692,Sexy Women Maxi Long Cocktail Dentelle Longue Robe de soirée d'été Robe de bal sans dos à la plage,13.0,30,EUR,20000,0,2.93,3421,863.0,469.0,621.0,510.0,958.0,"Summer,Cocktail,Lace,flowerlacedre,gowns,long dress,Evening Dress,ballgowndre,summer dress,backless dress,ball gown,Maxi Dresses,Women's Fashion,boho dress,sexy,women dress,backless,Beach,Dress,Women",unknown,45,50,CN,深圳市美丽乐购科技有限公司,200089,4.096666983192479,555f4174a4efd10ea5ebaa5f,55a3818f65bfcb406995a2a5
693,693,Vacances d'été femmes S-5XL grande taille style col en V Mini robe sans manches couleur pure jupe robe de plage robe lâche décontractée,5.77,9,EUR,100,0,2.9,62,16.0,8.0,13.0,4.0,21.0,"Summer,Plus Size,Deep V-neck Dress,Mini,Skirts,Pure Color,Loose,Vacation,V-neck,Mini dress,beach dress,Women,women dress,Dress,sleeveless,Beach,Women's Fashion,Casual,casual dress",pink,43,50,CN,dawtgkaopai,2044,4.00293542074364,5ae7cee3a71fbf0725de5d43,5d69df6c8b2a8b61e7b3eb0c
694,694,Mode grande taille femmes lâche décontracté mince couleur unie sans manches gilet d'été camisole débardeurs,5.0,5,EUR,100,0,3.91,43,22.0,9.0,4.0,2.0,6.0,"Summer,Vest,Plus Size,Tank,camisole,Tops,slim,Women's Fashion,Fashion,Loose,solid color,sleeveless,Casual",coffee,24,50,CN,fengjinying,10474,3.908535421042582,5b160017daac45594728d9ba,5e9eba2f1a0bf408fef8b837
695,695,Costume à volants en dentelle à fleurs à volants et à empiècements pour femmes Costume à col rond en dentelle à volants Sexy Casual Off avec broderie à l'épaule (4 couleurs X 4 tailles),11.0,10,EUR,5000,0,3.34,1897,669.0,302.0,328.0,196.0,402.0,"bodycon jumpsuits,Summer,short sleeve dress,ruffle,Lace,Slim Fit,jumpsuit,floral lace,Women's Fashion,Fashion,off shoulder,slashneckjumpsuit,sexy,sexy jumpsuit,women top,Casual,Necks",white,30,50,CN,youngerstyle,5660,3.958303886925795,5646025ecb3a45127928c032,5937cd7fb6a2cd0ccdbef91c
696,696,Kawaii Cartoon Avocado T-shirt à manches courtes Femmes Casual Avocado Graphic T-shirt Femme Tee D'été Femmes T-shirts Tops,6.0,17,EUR,100,0,3.47,55,22.0,9.0,6.0,9.0,9.0,"Kawaii,cute,#Summer Clothes,Shorts,Sleeve,Summer,korean style,Tops,avocado,T Shirts,short sleeves,Casual,Women's Fashion,women t shirt,Casual T-Shirt,Women,Cartoons,Cotton",green,49,50,CN,wufangzhong,7851,4.216278181123424,5d173ba2dbf7606ee45e0b19,5e807b83a887540e4049dd31
697,697,2019 Débardeur d'été en tricot côtelé en maille pour chandail décontracté et décontracté à bretelles unies,5.0,5,EUR,1000,0,3.34,252,80.0,44.0,57.0,23.0,48.0,"highwaisttop,Fashion,loosevest,Summer,loose shirt,Tank,Tops,knitted crop top,tank top,tank tops women,knitted,ribbed crop top,PLAINCROP TOP,Casual,cassualvest,solidblouse,tops for women",blue,41,50,CN,王焕焕,15948,4.094745422623526,55d480c092e9ba1242bd816a,5c86009eab8dc14c1e679eb0
698,698,Débardeur en coton sans manches pour femmes,6.0,7,EUR,50,0,2.67,3,1.0,0.0,0.0,1.0,1.0,"Cotton,Women Vest,Vest,Women's Casual Tops,loose top,Tops & Tees,printed shirts,Tops,Sleeveless Shirt,Women's Fashion,Summer,sleeveless tops,sleeveless,Tank,womens tank tops,summer tops,printed",pink,8,50,CN,tiefanye,1374,4.058951965065503,5a2fa9ce6ea4a770c66f5599,5eb4f323b67a8d189a8f8380
699,699,Femmes Shorts Combinaisons Combinaisons D'été Casual Col En V Lâche Cordon De Taille Combinaison Une Pièce Costumes À Manches Courtes Dames Barboteuses Courtes,8.0,7,EUR,1000,1,3.47,378,145.0,67.0,54.0,44.0,68.0,"Summer,Women Rompers,looseblouse,summer shorts,short sleeves,Women's Fashion,jumsuitsforwomen,loosejumpsuit,One-Piece Suits,Necks,onepiece,Shorts,Waist,Sleeve,Pure Color,jumpsuit,Casual,Jumpsuits & Rompers,Ladies,Women,women Jumpsuit,tops for women",blue,137,50,CN,xiangbuxiangdoude,4434,4.0647271087054575,59b38b9d0ec30f3dcde27914,5d11df5057a1887a5e25584f
700,700,Nouvelle mode d'été femmes robe décontractée col rond lâche Big Swing jupe sans manches Soild couleur robe de plage,11.0,10,EUR,1000,1,3.74,54,23.0,11.0,10.0,3.0,7.0,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women",black,41,50,CN,ooww,73271,3.954443094812409,5495976a40b3782bc8b3654a,5e93d2215a3eed0c80ed2e56
